ID, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials, Guide1, Guide2, Guide3, Guide4, Guide5, Guide6, Guide7, SubmitASR1, SubmitASR2A, SubmitASR2B, SubmitASR2C, SubmitASR3, SubmitASR4, SubmitASR5, SubmitASR6, SubmitASR7A, SubmitASR7B
48,13,1,25,7,18,0,0,0,0,0,9,10,11,18,0,0,0,0,0,0
49,13,10,24,2,17,5,0,0,0,0,14,8,18,18,0,0,0,0,0,0
50,15,2,28,2,17,8,1,0,0,0,9,6,6,12,6,0,0,0,0,0
51,18,3,15,5,7,3,0,0,0,0,8,5,5,6,3,0,0,0,0,0
52,18,1,16,3,9,4,0,0,0,0,9,6,6,13,8,0,0,0,0,0
53,19,17,59,6,31,9,13,0,0,0,2,4,4,8,2,0,0,0,0,0
54,17,6,20,3,13,4,0,0,0,0,8,10,10,12,4,0,0,0,0,0
55,14,9,15,5,7,3,0,0,0,0,12,11,11,16,0,0,0,0,0,0
56,14,6,25,1,15,8,1,0,0,0,12,8,8,16,9,0,0,0,0,0
57,26,22,9,2,4,3,0,0,0,0,5,-1,6,13,8,0,0,0,0,0
58,21,14,47,11,31,5,0,0,0,0,8,9,9,9,0,0,0,0,0,0
59,23,4,38,4,23,11,0,0,0,0,13,10,10,17,0,0,0,0,0,0
60,30,17,43,9,23,11,0,0,0,0,3,4,9,14,9,0,0,0,0,0
61,22,8,38,1,13,18,6,0,0,0,8,2,4,4,5,0,0,0,0,0
62,17,2,40,11,16,13,0,0,0,0,4,6,6,6,6,0,0,0,0,0
63,16,3,24,3,18,3,0,0,0,0,2,6,10,15,0,0,0,0,0,0
64,19,7,26,2,23,1,0,0,0,0,14,9,9,18,0,0,0,0,0,0
65,14,5,22,3,17,2,0,0,0,0,6,11,11,18,0,0,0,0,0,0
66,16,12,9,4,3,1,1,0,0,0,2,4,4,12,4,0,0,0,0,0
67,20,16,25,1,22,2,0,0,0,0,8,2,5,11,4,0,0,0,0,0
68,19,13,46,0,33,12,1,0,0,0,8,4,8,14,8,0,0,0,0,0
69,19,2,40,1,28,11,0,0,0,0,13,8,10,16,0,0,0,0,0,0
70,26,29,60,10,30,18,2,0,0,0,11,7,7,14,7,0,0,0,0,0
71,18,14,25,2,17,6,0,0,0,0,13,5,9,12,9,0,0,0,0,0
72,26,12,29,5,10,8,6,0,0,0,3,4,4,8,2,0,0,0,0,0
73,25,42,54,9,30,13,2,0,0,0,9,5,5,16,8,0,0,0,0,0
74,18,19,25,1,14,8,2,0,0,0,5,4,9,16,8,0,0,0,0,0
75,44,71,28,4,19,3,2,0,0,0,3,2,2,9,2,2,0,0,0,0
76,16,4,27,4,18,4,1,0,0,0,11,7,9,18,0,0,0,0,0,0
77,22,33,40,10,21,9,0,0,0,0,8,7,7,14,8,0,0,0,0,0
78,16,22,38,4,29,5,0,0,0,0,6,10,10,17,0,0,0,0,0,0
79,25,12,36,7,14,15,0,0,0,0,2,9,9,16,8,0,0,0,0,0
80,15,2,28,5,19,4,0,0,0,0,12,5,8,13,0,0,0,0,0,0
81,14,26,58,9,27,22,0,0,0,0,9,6,6,13,6,0,0,0,0,0
82,21,5,66,3,36,27,0,0,0,0,7,6,5,14,9,0,0,0,0,0
83,17,5,30,4,23,3,0,0,0,0,16,13,13,19,0,0,0,0,0,0
84,16,4,29,2,15,4,8,0,0,0,6,2,3,9,1,0,0,0,0,0
85,18,1,27,1,17,7,2,0,0,0,7,4,6,12,5,0,0,0,0,0
86,15,14,47,4,21,20,2,0,0,0,7,4,5,11,3,0,0,0,0,0
87,16,22,38,4,29,5,0,0,0,0,6,10,10,17,0,0,0,0,0,0
88,13,1,32,1,20,10,1,0,0,0,12,4,8,15,9,0,0,0,0,0
89,33,37,37,10,17,7,3,0,0,0,6,5,5,10,5,0,0,0,0,0
90,30,22,47,2,33,10,2,0,0,0,9,9,9,15,8,0,0,0,0,0
91,14,0,8,1,5,2,0,0,0,0,12,8,8,16,8,0,0,0,0,0
92,21,11,37,4,32,1,0,0,0,0,12,7,11,22,0,0,0,0,0,0
93,19,9,12,5,3,4,0,0,0,0,13,9,9,17,0,0,0,0,0,0
94,19,16,34,4,24,6,0,0,0,0,7,4,7,8,9,0,0,0,0,0
95,20,4,28,2,16,8,2,0,0,0,9,4,5,6,7,0,0,0,0,0
96,10,2,21,0,19,2,0,0,0,0,20,13,13,13,0,0,0,0,0,0
97,18,9,4,4,0,0,0,0,0,0,3,10,11,18,0,0,0,0,0,0
98,19,5,19,4,11,2,2,0,0,0,11,2,8,14,9,0,0,0,0,0
99,13,3,29,4,22,3,0,0,0,0,12,10,14,18,0,0,0,0,0,0
100,21,15,16,5,4,1,6,0,0,0,11,5,8,13,8,0,0,0,0,0
101,22,12,55,7,33,15,0,0,0,0,3,4,4,15,8,0,0,0,0,0
102,13,0,17,2,10,5,0,0,0,0,8,4,5,12,5,0,0,0,0,0
103,16,2,32,3,23,6,0,0,0,0,6,5,6,12,0,0,0,0,0,0
104,15,2,44,2,31,11,0,0,0,0,7,5,8,14,0,0,0,0,0,0
105,19,17,32,2,20,10,0,0,0,0,1,8,8,12,6,0,0,0,0,0
106,27,55,44,13,31,0,0,0,0,0,4,10,10,0,0,0,0,0,0,0
107,19,5,30,3,20,7,0,0,0,0,8,7,7,15,9,0,0,0,0,0
108,15,1,36,2,22,12,0,0,0,0,8,4,5,13,5,0,0,0,0,0
109,14,6,37,7,21,9,0,0,0,0,9,5,10,13,0,0,0,0,0,0
110,18,1,28,4,20,4,0,0,0,0,14,5,11,18,0,0,0,0,0,0
