"ID","Number of days with 0 activities","Average Activities Per Session","Total Number of Logins","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","Average time taking tests in minutes",Grade,Above Average
"32","1","14.047618865966797","113","20.9","13.65","22.566666666666666","22.25","0","0","0","0","0","0","0","0","0","0","0","0","4.960416666666666",942.78,Y
"33","10","10.2380952835083","76","26.866666666666667","0","28.45","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4572916666666664",969.32,Y
"34","7","17.428571701049805","175","40.13333333333333","16.716666666666665","38.833333333333336","33.233333333333334","0","0","0","0","0","0","0","0","0","0","0","0","8.057291666666668",920.42,N
"35","13","7.61904764175415","68","18.116666666666667","0","28.85","0","0","0","0","0","0","0","0","0","0","0","0","0","2.935416666666667",870.56,N
"36","8","10.190476417541504","78","11.533333333333333","0","20.2","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9833333333333334",902.77,N
"37","10","7.952381134033203","71","27.416666666666668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7135416666666667",807.11,N
"38","14","7.476190567016602","119","13.333333333333334","11.816666666666666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.571875",863.59,N
"39","10","9.714285850524902","136","18.6","15.833333333333334","30.866666666666667","27.5","0","0","0","0","0","0","0","0","0","0","0","0","5.800000000000001",982.88,Y
"40","8","8.047618865966797","65","13.533333333333333","10.666666666666666","22.383333333333333","15.483333333333333","0","0","0","0","0","0","0","0","0","0","0","0","3.8791666666666664",942.49,Y
"41","5","18.190475463867188","157","19.966666666666665","0","32.75","26.066666666666666","0","0","0","0","0","0","0","0","0","0","0","0","4.923958333333333",1038.79,Y
"42","13","8.428571701049805","52","36.083333333333336","24.683333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7979166666666666",885.93,N
"43","10","8.476190567016602","55","13.683333333333334","14.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7489583333333334",716.77,N
"44","10","11.952381134033203","89","20.366666666666667","0","30.183333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","3.159375",999.63,Y
"45","9","14.285714149475098","156","49.733333333333334","19.833333333333332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.347916666666666",852.59,N
"46","6","10.809523582458496","148","27.483333333333334","30.866666666666667","42.15","0","0","0","0","0","0","0","0","0","0","0","0","0","6.28125",941.21,Y
"47","7","16.14285659790039","138","21.283333333333335","13.866666666666667","35.3","0","0","0","0","0","0","0","0","0","0","0","0","0","4.403125",998.81,Y
"48","7","10.142857551574707","88","12.15","0","21.916666666666668","21.166666666666668","0","0","0","0","0","0","0","0","0","0","0","0","3.4520833333333334",903.52,N
"49","3","12.857142448425293","93","45.88333333333333","31.683333333333334","72.16666666666667","37.88333333333333","0","0","0","0","0","0","0","0","0","0","0","0","11.726041666666667",954.8,Y
"50","8","9.428571701049805","112","43.7","27.883333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.473958333333334",866.92,N
"51","7","11.285714149475098","121","15.066666666666666","14.716666666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.8614583333333332",947.33,Y
"52","11","8.666666984558105","70","33.38333333333333","17.983333333333334","41.38333333333333","44.06666666666667","0","0","0","0","0","0","0","0","0","0","0","0","8.551041666666666",905.75,N
"53","5","12.857142448425293","137","19.15","24.6","26.4","30.083333333333332","0","0","0","0","0","0","0","0","0","0","0","0","6.264583333333333",886.99,N
"54","7","12.0","158","25.95","15.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.565625",891.73,N
"55","2","19.428571701049805","183","45.36666666666667","63.1","1391.2166666666667","65.81666666666666","0","0","0","0","0","0","0","0","0","0","0","0","97.84375",783.27,N
"56","10","10.142857551574707","94","18.533333333333335","0","29.8","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0208333333333335",992.19,Y
"57","5","12.142857551574707","103","56.81666666666667","52.4","87.73333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","12.309375",915.02,N
"58","9","17.428571701049805","122","36.75","0","37.03333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","4.611458333333333",932.62,Y
"59","7","12.333333015441895","94","18.35","13.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.003125",902.48,N
"60","4","9.047618865966797","88","29.1","17.083333333333332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.8864583333333336",902.86,N
"61","4","17.238094329833984","198","22.266666666666666","0","33.96666666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","3.5145833333333334",904.05,N
"62","7","12.857142448425293","99","28.283333333333335","17.933333333333334","50.266666666666666","0","0","0","0","0","0","0","0","0","0","0","0","0","6.030208333333333",937.74,Y
"63","8","10.809523582458496","106","16.566666666666666","18.133333333333333","31.733333333333334","23.583333333333332","0","0","0","0","0","0","0","0","0","0","0","0","5.626041666666667",841.86,N
"64","3","19.571428298950195","182","81.56666666666666","0","93.51666666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","10.942708333333332",911.74,N
"65","6","13.333333015441895","119","25.266666666666666","19.6","34.65","0","0","0","0","0","0","0","0","0","0","0","0","0","4.969791666666667",879.47,N
"66","15","7.714285850524902","90","0","51.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.19375",824.86,N
"67","8","10.095237731933594","82","38.266666666666666","0","48.88333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","5.446875",1008.17,Y
"68","7","9.0","90","17.1","17.333333333333332","30.083333333333332","19.866666666666667","0","0","0","0","0","0","0","0","0","0","0","0","5.273958333333333",901.44,N
"69","3","11.476190567016602","143","11.383333333333333","8.366666666666667","18.1","0","0","0","0","0","0","0","0","0","0","0","0","0","2.365625",1013.72,Y
"70","5","8.619047164916992","90","16.15","0","20.65","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3",953.25,Y
"71","1","17.952381134033203","188","28.116666666666667","18.416666666666668","33.233333333333334","29.1","0","0","0","0","0","0","0","0","0","0","0","0","6.804166666666667",945.15,Y
"72","6","10.476190567016602","94","25.383333333333333","0","32.166666666666664","0","0","0","0","0","0","0","0","0","0","0","0","0","3.596875",991.33,Y
"73","2","13.0","126","18.6","12.683333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.9552083333333334",826.76,N
"74","9","9.619047164916992","76","35.81666666666667","19.633333333333333","27.5","0","0","0","0","0","0","0","0","0","0","0","0","0","5.184375",912.25,N
"75","8","13.142857551574707","121","43.583333333333336","25.516666666666666","57.95","21.966666666666665","0","0","0","0","0","0","0","0","0","0","0","0","9.313541666666666",953.5,Y
"76","4","12.333333015441895","93","8.3","6.716666666666667","16.766666666666666","14.95","0","0","0","0","0","0","0","0","0","0","0","0","2.9208333333333334",993.09,Y
"77","12","9.2380952835083","107","0","27.933333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7458333333333333",395.06,N
"78","11","8.285714149475098","66","26.416666666666668","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.6510416666666667",830.81,N
"79","5","11.714285850524902","86","18.8","17.1","22.633333333333333","16.05","0","0","0","0","0","0","0","0","0","0","0","0","4.661458333333334",933.79,Y
"80","10","13.571428298950195","156","25.733333333333334","52.78333333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.907291666666667",876.44,N
"81","12","6.666666507720947","52","14.366666666666667","0","17.716666666666665","0","0","0","0","0","0","0","0","0","0","0","0","0","2.005208333333333",875.98,N
"82","9","12.809523582458496","90","19.516666666666666","25.466666666666665","30.333333333333332","34.0","0","0","0","0","0","0","0","0","0","0","0","0","6.832291666666666",731.44,N
"83","7","9.619047164916992","83","21.733333333333334","1426.3","33.28333333333333","23.666666666666668","0","0","0","0","0","0","0","0","0","0","0","0","94.06145833333333",927.1,Y
"84","6","13.380952835083008","115","26.95","0","44.88333333333333","25.733333333333334","0","0","0","0","0","0","0","0","0","0","0","0","6.097916666666666",947.16,Y
"85","8","21.85714340209961","97","20.266666666666666","79.68333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.246875",524.45,N
"86","10","11.285714149475098","83","21.033333333333335","24.7","43.96666666666667","28.716666666666665","0","0","0","0","0","0","0","0","0","0","0","0","7.401041666666667",895.22,N
"87","5","10.285714149475098","108","16.083333333333332","11.483333333333333","27.75","0","0","0","0","0","0","0","0","0","0","0","0","0","3.4572916666666664",993.19,Y
"88","5","13.285714149475098","109","19.233333333333334","20.65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.4927083333333333",914.25,N
"89","8","9.2380952835083","92","21.283333333333335","16.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3427083333333334",938.39,Y
"90","9","8.619047164916992","61","20.816666666666666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.3010416666666667",976.58,Y
"91","7","13.380952835083008","115","17.716666666666665","10.166666666666666","31.216666666666665","0","0","0","0","0","0","0","0","0","0","0","0","0","3.6937499999999996",944.73,Y
"92","8","15.190476417541504","128","42.43333333333333","47.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.636458333333334",881.01,N
"93","5","13.476190567016602","110","24.883333333333333","0","37.6","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9052083333333334",1031.82,Y
"94","3","7.5714287757873535","101","11.316666666666666","42.45","32.85","23.333333333333332","0","0","0","0","0","0","0","0","0","0","0","0","6.871875",839.78,N
"95","13","8.142857551574707","87","20.083333333333332","15.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.223958333333333",918.24,N
"96","1","23.5238094329834","205","88.8","0","95.35","0","0","0","0","0","0","0","0","0","0","0","0","0","11.509374999999999",958.07,Y
"97","8","15.619047164916992","164","27.283333333333335","53.06666666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.0218750000000005",811.71,N
"98","7","12.666666984558105","94","9.833333333333334","7.166666666666667","19.516666666666666","12.383333333333333","0","0","0","0","0","0","0","0","0","0","0","0","3.05625",978.77,Y
"99","10","7.190476417541504","72","36.083333333333336","26.45","50.583333333333336","0","0","0","0","0","0","0","0","0","0","0","0","0","7.069791666666667",903.85,N
"100","10","14.666666984558105","39","13.066666666666666","18.233333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.95625",128.88,N
"101","3","14.714285850524902","126","29.133333333333333","16.933333333333334","28.483333333333334","27.416666666666668","0","0","0","0","0","0","0","0","0","0","0","0","6.372916666666667",1010.99,Y
"102","12","10.333333015441895","124","39.35","29.533333333333335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.305208333333334",915.34,N
"103","12","10.571428298950195","88","24.9","0","24.05","0","0","0","0","0","0","0","0","0","0","0","0","0","3.059375",972.05,Y
"104","3","14.571428298950195","142","55.56666666666667","31.483333333333334","52.083333333333336","72.15","0","0","0","0","0","0","0","0","0","0","0","0","13.205208333333335",782.88,N
"105","62","1.2857142686843872","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0",904.83,N
"106","5","15.0","121","43.9","39.833333333333336","47.7","28.266666666666666","0","0","0","0","0","0","0","0","0","0","0","0","9.98125",978.27,Y
"107","12","10.142857551574707","57","19.116666666666667","0","18.483333333333334","0","0","0","0","0","0","0","0","0","0","0","0","0","2.35",1010.28,Y
"108","16","4.5714287757873535","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0",49,N
"109","13","9.047618865966797","93","49.93333333333333","59.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8583333333333325",808.58,N
"110","4","16.619047164916992","154","32.45","37.06666666666667","62.0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.219791666666667",926.89,Y
"111","6","12.2380952835083","122","13.866666666666667","12.95","21.783333333333335","18.85","0","0","0","0","0","0","0","0","0","0","0","0","4.215625",955.32,Y
