"ID","Number of days with 0 activities","Average Activities Per Session","Total Number of Logins","Time Test 1A","Time Test 1B","Time Test 2 Part 1A","Time Test 2 Part 1B","Time Test 2 Part 2A","Time Test 2 Part 2B","Time Test 3A","Time Test 3B","Time Test 4A","Time Test 4B","Time Test 5A","Time Test 5B","Time Test 6A","Time Test 6B","Time Test 7A","Time Test 7B","Average time taking tests in minutes",Grade,Above Average
"79","23","8.321428298950195","86","18.8","17.1","22.633333333333333","16.05","9.916666666666666","18.6","22.15","16.516666666666666","30.233333333333334","16.833333333333332","14.5","20.85","0","0","0","0","14.011458333333337",933.79,Y
"80","16","12.446428298950195","156","25.733333333333334","52.78333333333333","70.15","52.6","32.21666666666667","20.5","51.3","47.65","52.63333333333333","36.016666666666666","38.03333333333333","0","0","0","0","0","29.976041666666667",876.44,N
"81","34","5.410714149475098","52","14.366666666666667","0","17.716666666666665","0","15.083333333333334","0","21.75","0","20.1","22.133333333333333","0","0","0","0","0","0","6.946874999999999",875.98,N
"82","21","9.214285850524902","90","19.516666666666666","25.466666666666665","30.333333333333332","34.0","16.483333333333334","23.1","19.783333333333335","28.9","25.116666666666667","19.016666666666666","15.85","0","0","0","0","0","16.09791666666667",731.44,N
"83","22","7.589285850524902","83","21.733333333333334","1426.3","33.28333333333333","23.666666666666668","25.966666666666665","26.0","46.1","24.333333333333332","33.11666666666667","1399.8333333333333","0","0","0","0","0","0","191.27083333333331",927.1,Y
"84","14","10.232142448425293","115","26.95","0","44.88333333333333","25.733333333333334","18.65","0","41.78333333333333","22.633333333333333","24.583333333333332","26.016666666666666","22.416666666666668","17.1","0","0","0","0","16.921875",947.16,Y
"85","15","15.5","97","20.266666666666666","79.68333333333334","0","159.71666666666667","0","67.11666666666666","0","165.01666666666668","0","0","0","0","0","0","0","0","30.737500000000004",524.45,N
"86","27","7.857142925262451","83","21.033333333333335","24.7","43.96666666666667","28.716666666666665","35.96666666666667","28.416666666666668","29.3","47.31666666666667","30.366666666666667","35.63333333333333","27.566666666666666","0","0","0","0","0","22.061458333333334",895.22,N
"87","17","8.589285850524902","108","16.083333333333332","11.483333333333333","27.75","0","13.85","0","24.333333333333332","0","16.483333333333334","0","19.233333333333334","0","0","0","0","0","8.076041666666665",993.19,Y
"88","16","9.321428298950195","109","19.233333333333334","20.65","43.11666666666667","0","28.7","18.733333333333334","44.53333333333333","33.61666666666667","50.166666666666664","47.233333333333334","0","0","0","0","0","0","19.123958333333334",914.25,N
"89","19","8.696428298950195","92","21.283333333333335","16.2","31.45","28.75","16.85","12.25","31.333333333333332","32.9","30.5","0","19.55","26.116666666666667","0","0","0","0","16.698958333333334",938.39,Y
"90","32","6.392857074737549","61","20.816666666666666","0","0","25.333333333333332","19.05","13.966666666666667","31.3","0","25.1","33.166666666666664","20.7","0","0","0","0","0","11.839583333333332",976.58,Y
"91","15","10.178571701049805","115","17.716666666666665","10.166666666666666","31.216666666666665","22.316666666666666","15.516666666666667","0","40.85","30.616666666666667","34.75","0","18.366666666666667","22.333333333333332","0","0","0","0","15.240625000000001",944.73,Y
"92","21","11.892857551574707","128","42.43333333333333","47.75","45.083333333333336","0","26.216666666666665","0","61.36666666666667","0","57.03333333333333","64.65","0","0","0","0","0","0","21.53333333333333",881.01,N
"93","16","10.964285850524902","110","24.883333333333333","0","37.6","0","24.866666666666667","0","41.166666666666664","0","69.51666666666667","0","29.816666666666666","35.95","0","0","0","0","16.487499999999997",1031.82,Y
"94","12","6.357142925262451","101","11.316666666666666","42.45","32.85","23.333333333333332","22.216666666666665","9.4","28.766666666666666","22.266666666666666","21.2","15.05","0","0","0","0","0","0","14.303124999999998",839.78,N
"95","30","8.714285850524902","87","20.083333333333332","15.5","37.65","23.316666666666666","17.516666666666666","18.9","36.266666666666666","29.15","30.083333333333332","35.93333333333333","0","0","0","0","0","0","16.525",918.24,N
"96","3","19.285715103149414","205","88.8","0","95.35","70.33333333333333","59.75","0","85.16666666666667","104.0","98.43333333333334","0","53.93333333333333","0","0","0","0","0","40.98541666666666",958.07,Y
"97","22","11.053571701049805","164","27.283333333333335","53.06666666666667","58.86666666666667","39.333333333333336","46.95","45.11666666666667","68.88333333333334","47.55","0","71.28333333333333","0","0","0","0","0","0","28.645833333333336",811.71,N
"98","25","9.339285850524902","94","9.833333333333334","7.166666666666667","19.516666666666666","12.383333333333333","16.283333333333335","8.233333333333333","20.333333333333332","17.733333333333334","14.533333333333333","20.933333333333334","10.383333333333333","14.333333333333334","0","0","0","0","10.729166666666666",978.77,Y
